8KGX1KGX6KGX2,Wizzar,QYI4,NYGU,NYGU,105,1374,2000-01-01 14:30:00,2000-01-01 19:30:00
0OAY8OAY7OAY3,Lot,QYI4,U6PS,U6PS,183,7765,2000-01-01 05:00:00,2000-01-01 20:30:00
2FII1FII8FII7,Wizzar,SN2Q,U429,U429,81,2691,2000-01-01 13:00:00,2000-01-01 20:30:00
2SFA0SFA9SFA3,Wizzar,U429,S6MW,S6MW,87,7157,2000-01-01 07:00:00,2000-01-01 21:00:00
4ESW8ESW9ESW5,Rayaner,7IPH,YMVR,YMVR,108,7954,2000-01-01 02:30:00,2000-01-01 21:30:00
8APY3APY1APY0,Rayaner,QYI4,7IPH,7IPH,101,7936,2000-01-01 14:30:00,2000-01-01 21:30:00
1RXP3RXP0RXP8,Rayaner,YMVR,NYGU,NYGU,149,4724,2000-01-01 12:30:00,2000-01-01 22:00:00
1HKY0HKY5HKY3,Wizzar,U429,QYI4,QYI4,101,5929,2000-01-01 03:30:00,2000-01-01 23:30:00
5ZFG0ZFG7ZFG0,Wizzar,U429,QYI4,QYI4,103,9650,2000-01-01 03:30:00,2000-01-02 00:00:00
0ZIE0ZIE5ZIE3,Rayaner,U6PS,YMVR,YMVR,149,7861,2000-01-01 11:30:00,2000-01-02 00:00:00
0RVE0RVE0RVE6,Rayaner,S6MW,HA6X,HA6X,68,8015,2000-01-01 04:00:00,2000-01-02 01:30:00
7XBT3XBT9XBT7,Lot,YMVR,S6MW,S6MW,130,7867,2000-01-01 09:00:00,2000-01-02 02:00:00
4KHM3KHM7KHM7,Wizzar,HA6X,U429,U429,90,6053,2000-01-01 13:00:00,2000-01-02 02:30:00
7HYJ0HYJ7HYJ5,Wizzar,S6MW,L3YN,L3YN,39,5555,2000-01-01 06:30:00,2000-01-02 03:00:00
1VHD7VHD5VHD3,Wizzar,U6PS,HA6X,HA6X,97,1029,2000-01-01 04:00:00,2000-01-02 03:30:00
2CGL9CGL5CGL2,Lot,NYGU,7IPH,7IPH,124,4217,2000-01-01 17:00:00,2000-01-02 03:30:00
4DED4DED7DED9,Rayaner,L3YN,NYGU,NYGU,179,4419,2000-01-01 04:30:00,2000-01-02 04:00:00
0QHA4QHA5QHA7,Rayaner,S6MW,L3YN,L3YN,13,3872,2000-01-01 08:00:00,2000-01-02 04:00:00
8IUF0IUF3IUF4,Rayaner,SN2Q,HA6X,HA6X,164,1448,2000-01-01 22:00:00,2000-01-02 04:00:00
5TXN6TXN3TXN8,Lot,L3YN,QYI4,QYI4,191,6847,2000-01-01 03:00:00,2000-01-02 04:30:00
8FEA4FEA1FEA8,Rayaner,S6MW,U429,U429,34,8095,2000-01-01 15:30:00,2000-01-02 05:30:00
7CIO1CIO6CIO8,Wizzar,U6PS,NYGU,NYGU,92,6871,2000-01-01 19:30:00,2000-01-02 06:00:00
7ENI8ENI3ENI2,Lot,U6PS,HA6X,HA6X,70,4606,2000-01-01 07:00:00,2000-01-02 06:30:00
8YYL5YYL5YYL9,Lot,U6PS,SN2Q,SN2Q,107,5559,2000-01-01 10:30:00,2000-01-02 06:30:00
9ICM2ICM9ICM0,Wizzar,NYGU,QYI4,QYI4,186,2957,2000-01-02 03:00:00,2000-01-02 07:30:00
7GAL8GAL7GAL4,Lot,S6MW,SN2Q,SN2Q,77,8932,2000-01-01 12:30:00,2000-01-02 08:00:00
5DGZ9DGZ4DGZ9,Wizzar,NYGU,YMVR,YMVR,159,5382,2000-01-01 22:30:00,2000-01-02 08:00:00
9TBJ5TBJ4TBJ0,Rayaner,U429,SN2Q,SN2Q,258,9692,2000-01-02 00:30:00,2000-01-02 08:00:00
2QPE9QPE5QPE2,Wizzar,SN2Q,YMVR,YMVR,142,5661,2000-01-01 01:00:00,2000-01-02 08:30:00
5FLG1FLG5FLG4,Lot,QYI4,NYGU,NYGU,115,2166,2000-01-02 04:00:00,2000-01-02 08:30:00
7IQQ1IQQ5IQQ7,Rayaner,QYI4,YMVR,YMVR,162,6577,2000-01-01 21:30:00,2000-01-02 09:00:00
2NGI5NGI6NGI2,Wizzar,S6MW,YMVR,YMVR,29,8900,2000-01-01 18:00:00,2000-01-02 09:30:00
1VTL4VTL8VTL5,Lot,U6PS,NYGU,NYGU,142,1852,2000-01-01 22:30:00,2000-01-02 09:30:00
7SSO7SSO6SSO0,Lot,YMVR,NYGU,NYGU,126,4504,2000-01-02 00:30:00,2000-01-02 09:30:00
2WMI2WMI2WMI4,Lot,7IPH,U429,U429,115,5043,2000-01-01 11:30:00,2000-01-02 10:00:00
9TXO6TXO5TXO1,Rayaner,YMVR,7IPH,7IPH,180,9205,2000-01-01 15:30:00,2000-01-02 10:00:00
8IVR6IVR9IVR3,Wizzar,SN2Q,S6MW,S6MW,113,8308,2000-01-01 15:30:00,2000-01-02 10:30:00
9LYQ0LYQ8LYQ6,Lot,QYI4,HA6X,HA6X,70,3358,2000-01-01 01:30:00,2000-01-02 11:00:00
0OTO8OTO3OTO2,Lot,SN2Q,7IPH,7IPH,77,3539,2000-01-01 05:30:00,2000-01-02 11:30:00
3EOX3EOX2EOX4,Wizzar,U429,NYGU,NYGU,42,9561,2000-01-01 18:30:00,2000-01-02 12:00:00
8RHG0RHG9RHG1,Lot,QYI4,NYGU,NYGU,115,3390,2000-01-02 07:30:00,2000-01-02 12:00:00
4DQH8DQH2DQH3,Rayaner,SN2Q,QYI4,QYI4,109,4453,2000-01-01 07:30:00,2000-01-02 12:30:00
9POV3POV4POV7,Rayaner,U429,YMVR,YMVR,112,6480,2000-01-01 12:00:00,2000-01-02 12:30:00
0QOR3QOR4QOR0,Lot,7IPH,QYI4,QYI4,105,5165,2000-01-02 06:00:00,2000-01-02 12:30:00
4QUG6QUG4QUG2,Rayaner,HA6X,U6PS,U6PS,37,2020,2000-01-01 14:00:00,2000-01-02 13:00:00
0DLA5DLA7DLA0,Lot,YMVR,QYI4,QYI4,73,1349,2000-01-02 01:30:00,2000-01-02 13:00:00
9ZKJ6ZKJ6ZKJ6,Lot,YMVR,SN2Q,SN2Q,213,2912,2000-01-01 05:30:00,2000-01-02 13:30:00
0HCY4HCY4HCY6,Lot,U6PS,7IPH,7IPH,220,2815,2000-01-01 17:00:00,2000-01-02 13:30:00
3YYV1YYV4YYV2,Lot,SN2Q,S6MW,S6MW,101,4212,2000-01-01 19:00:00,2000-01-02 14:00:00
2JKD6JKD8JKD7,Wizzar,L3YN,7IPH,7IPH,164,4393,2000-01-01 12:30:00,2000-01-02 14:30:00
2VQW2VQW8VQW4,Wizzar,7IPH,U429,U429,265,7342,2000-01-01 15:30:00,2000-01-02 14:30:00
1KDE7KDE4KDE6,Lot,U429,HA6X,HA6X,50,9916,2000-01-02 02:00:00,2000-01-02 14:30:00
6MUQ4MUQ6MUQ2,Rayaner,SN2Q,YMVR,YMVR,139,2436,2000-01-01 06:30:00,2000-01-02 15:30:00
6JHQ4JHQ8JHQ9,Wizzar,7IPH,U429,U429,95,2995,2000-01-01 17:30:00,2000-01-02 15:30:00
5KDN2KDN5KDN8,Rayaner,S6MW,U6PS,U6PS,99,5813,2000-01-02 11:00:00,2000-01-02 15:30:00
1AFF7AFF2AFF4,Lot,HA6X,QYI4,QYI4,119,5424,2000-01-01 05:00:00,2000-01-02 16:00:00
2MKS8MKS5MKS5,Wizzar,L3YN,7IPH,7IPH,75,2109,2000-01-01 14:00:00,2000-01-02 16:30:00
1MRO3MRO2MRO0,Lot,U429,YMVR,YMVR,289,1645,2000-01-01 17:00:00,2000-01-02 16:30:00
5PQM0PQM3PQM3,Wizzar,NYGU,L3YN,L3YN,22,4308,2000-01-01 17:30:00,2000-01-02 16:30:00
9MGG1MGG2MGG0,Wizzar,L3YN,U429,U429,121,9257,2000-01-02 10:00:00,2000-01-02 16:30:00
5YSP2YSP9YSP1,Lot,SN2Q,HA6X,HA6X,142,6238,2000-01-02 10:30:00,2000-01-02 16:30:00
4ZRG5ZRG1ZRG5,Lot,L3YN,SN2Q,SN2Q,195,5189,2000-01-02 12:00:00,2000-01-02 16:30:00
5WUO3WUO9WUO7,Lot,HA6X,U6PS,U6PS,59,1930,2000-01-01 17:30:00,2000-01-02 17:00:00
9PRG9PRG4PRG1,Wizzar,HA6X,U429,U429,15,8518,2000-01-02 04:30:00,2000-01-02 17:00:00
1DDX0DDX1DDX7,Lot,YMVR,U429,U429,63,6303,2000-01-01 17:00:00,2000-01-02 17:30:00
7BOC5BOC8BOC7,Wizzar,U6PS,HA6X,HA6X,44,3666,2000-01-01 18:00:00,2000-01-02 17:30:00
6MCQ8MCQ9MCQ4,Wizzar,U429,SN2Q,SN2Q,119,1643,2000-01-02 10:00:00,2000-01-02 17:30:00
6CGQ0CGQ0CGQ7,Wizzar,L3YN,7IPH,7IPH,149,8239,2000-01-01 16:00:00,2000-01-02 19:00:00
4JTU8JTU7JTU0,Lot,QYI4,L3YN,L3YN,40,5018,2000-01-01 17:30:00,2000-01-02 19:00:00
3OYM6OYM4OYM9,Rayaner,S6MW,SN2Q,SN2Q,99,5413,2000-01-02 00:30:00,2000-01-02 20:00:00
9HJL0HJL0HJL2,Wizzar,SN2Q,NYGU,NYGU,195,5275,2000-01-01 17:30:00,2000-01-02 20:30:00
9QBV5QBV5QBV4,Wizzar,L3YN,U6PS,U6PS,48,9743,2000-01-02 01:00:00,2000-01-02 20:30:00
2GAC6GAC6GAC2,Rayaner,U6PS,L3YN,L3YN,124,2448,2000-01-02 01:00:00,2000-01-02 20:30:00
7EXR0EXR4EXR0,Lot,SN2Q,L3YN,L3YN,56,6556,2000-01-02 16:00:00,2000-01-02 20:30:00
1UZN8UZN2UZN9,Lot,U429,S6MW,S6MW,144,7177,2000-01-02 07:30:00,2000-01-02 21:00:00
4PNP5PNP0PNP1,Rayaner,SN2Q,HA6X,HA6X,154,9540,2000-01-02 15:30:00,2000-01-02 21:30:00
1AZO6AZO7AZO9,Rayaner,U429,QYI4,QYI4,98,8408,2000-01-02 01:30:00,2000-01-02 22:00:00
7SGN0SGN4SGN0,Lot,L3YN,U6PS,U6PS,84,1989,2000-01-02 02:00:00,2000-01-02 22:00:00
8XLJ3XLJ2XLJ1,Lot,YMVR,S6MW,S6MW,206,7288,2000-01-02 06:00:00,2000-01-02 22:00:00
2GIM6GIM0GIM1,Lot,L3YN,NYGU,NYGU,137,3010,2000-01-01 23:00:00,2000-01-02 22:30:00
2FHV8FHV7FHV1,Lot,7IPH,YMVR,YMVR,90,9523,2000-01-02 04:00:00,2000-01-02 22:30:00
1FAU9FAU5FAU5,Rayaner,QYI4,U6PS,U6PS,12,8278,2000-01-02 08:00:00,2000-01-02 23:00:00
2PNY2PNY6PNY4,Rayaner,7IPH,NYGU,NYGU,151,9020,2000-01-02 12:30:00,2000-01-02 23:00:00
0UTN1UTN7UTN0,Rayaner,U6PS,7IPH,7IPH,65,5894,2000-01-02 02:30:00,2000-01-02 23:30:00
